Started At,Duration,Preset,Activity
03/05/2020 08:07:29,1:14:6,,Meditation
03/04/2020 05:44:40,1:8:43,,Meditation
03/03/2020 08:44:44,1:0:6,,Meditation
03/03/2020 06:20:36,0:27:27,,Meditation
03/02/2020 07:35:50,1:13:3,,Meditation
03/01/2020 08:20:03,1:5:34,,Meditation
02/29/2020 08:12:58,1:4:36,,Meditation
02/28/2020 22:24:31,0:36:7,,Meditation
02/28/2020 08:45:48,1:4:40,,Meditation
02/27/2020 22:29:17,0:29:7,,Meditation
02/27/2020 08:40:54,1:5:44,,Meditation
02/26/2020 20:18:13,0:10:11,,Meditation
02/25/2020 08:16:01,1:0:6,,Meditation
02/24/2020 07:59:33,1:8:37,,Meditation
02/23/2020 17:33:33,1:4:38,,Meditation
02/23/2020 09:15:29,1:26:5,,Meditation
02/22/2020 07:41:27,0:38:18,,Meditation
02/21/2020 08:37:46,0:34:46,,Meditation
02/21/2020 07:16:11,0:29:31,,Meditation
02/20/2020 08:46:37,1:11:14,,Meditation
02/19/2020 06:01:59,1:3:0,,Meditation
02/18/2020 07:23:19,1:8:11,,Meditation
02/17/2020 10:49:27,1:8:39,,Meditation
02/16/2020 10:54:49,1:1:35,,Meditation
02/15/2020 19:54:30,1:3:35,,Meditation
02/14/2020 20:26:34,0:5:0,,Meditation
02/13/2020 07:18:24,1:2:3,,Meditation
02/12/2020 08:26:42,0:51:31,,Meditation
02/12/2020 05:00:21,0:27:22,,Meditation
02/11/2020 07:34:53,1:26:20,,Meditation
02/10/2020 07:51:51,1:4:56,,Meditation
02/10/2020 06:51:26,0:30:14,,Meditation
02/09/2020 13:45:21,0:12:55,,Meditation
02/08/2020 05:08:58,1:3:35,,Meditation
02/07/2020 08:48:22,1:8:53,,Meditation
02/06/2020 08:14:12,1:0:3,,Meditation
02/05/2020 09:18:12,1:5:15,,Meditation
02/04/2020 06:57:26,1:1:30,,Meditation
02/03/2020 10:04:40,0:33:43,,Meditation
02/02/2020 10:26:01,0:30:7,,Meditation
02/01/2020 19:56:15,0:8:4,,Meditation
02/01/2020 11:24:50,0:5:16,,Meditation
01/31/2020 10:26:24,0:27:28,,Meditation
01/31/2020 07:21:49,0:21:8,,Meditation
01/30/2020 07:25:58,1:5:13,,Meditation
01/29/2020 07:05:48,0:44:5,,Meditation
01/28/2020 07:53:38,0:39:19,,Meditation
01/27/2020 09:43:17,1:8:8,,Meditation
01/27/2020 05:35:18,1:7:42,,Meditation
01/26/2020 06:19:12,0:47:4,,Meditation
01/25/2020 05:19:31,1:3:50,,Meditation
01/24/2020 09:23:24,1:3:24,,Meditation
01/24/2020 07:04:58,0:25:0,,Meditation
01/23/2020 08:02:35,1:4:39,,Meditation
01/22/2020 19:53:52,0:37:2,,Meditation
01/22/2020 08:26:29,1:2:0,,Meditation
01/21/2020 08:06:27,1:4:6,,Meditation
01/20/2020 16:37:35,1:0:15,,Meditation
01/20/2020 09:10:41,0:34:17,,Meditation
01/18/2020 05:53:26,0:22:38,,Meditation
01/17/2020 05:48:50,0:38:58,,Meditation
01/16/2020 08:44:50,1:1:19,,Meditation
01/15/2020 16:23:32,0:45:22,,Meditation
01/15/2020 08:15:37,0:29:1,,Meditation
01/14/2020 08:43:27,1:23:7,,Meditation
01/13/2020 08:04:27,1:14:9,,Meditation
01/12/2020 22:37:07,0:21:8,,Meditation
01/12/2020 18:39:03,0:16:4,,Meditation
01/11/2020 07:40:46,1:10:25,,Meditation
01/10/2020 07:40:14,1:8:42,,Meditation
01/09/2020 08:05:16,1:6:14,,Meditation
01/08/2020 19:13:50,1:6:3,,Meditation
01/08/2020 07:45:10,0:32:47,,Meditation
01/07/2020 08:10:20,1:4:4,,Meditation
01/07/2020 06:55:19,0:41:1,,Meditation
01/06/2020 06:49:30,1:8:14,,Meditation
01/05/2020 07:20:43,1:5:0,,Meditation
01/04/2020 06:30:13,1:5:43,,Meditation
01/03/2020 11:11:24,0:30:37,,Meditation
01/03/2020 08:38:34,0:17:37,,Meditation
01/03/2020 00:55:04,0:34:52,,Meditation
01/02/2020 00:48:00,0:51:36,,Meditation
01/02/2020 00:37:55,0:9:43,,Meditation
01/01/2020 20:39:28,0:16:35,,Meditation
01/01/2020 01:43:21,0:56:7,,Meditation
12/25/2019 23:37:20,1:5:13,,Meditation
12/24/2019 23:31:05,0:51:21,,Meditation
12/21/2019 12:54:11,0:10:0,,Meditation
12/20/2019 17:10:23,0:10:38,,Meditation
12/19/2019 07:27:21,1:6:51,,Meditation
12/18/2019 05:44:36,1:3:0,,Meditation
12/17/2019 07:35:17,1:12:4,,Meditation
12/16/2019 07:49:06,1:11:32,,Meditation
12/15/2019 15:29:54,1:2:17,,Meditation
12/14/2019 05:34:10,0:53:11,,Meditation
12/13/2019 19:32:13,1:5:55,,Meditation
12/12/2019 07:27:52,1:4:22,,Meditation
12/11/2019 07:47:08,1:4:48,,Meditation
12/10/2019 06:19:54,1:7:9,,Meditation
12/09/2019 05:10:07,1:1:48,,Meditation
12/08/2019 07:59:51,1:31:55,,Meditation
12/07/2019 20:26:21,0:28:50,,Meditation
12/07/2019 13:58:00,0:12:27,,Meditation
12/06/2019 05:21:04,1:2:0,,Meditation
12/05/2019 06:06:00,1:4:5,,Meditation
12/04/2019 06:17:01,1:4:16,,Meditation
12/03/2019 04:50:53,1:4:29,,Meditation
12/02/2019 03:36:39,1:2:0,,Meditation
12/01/2019 08:31:47,1:2:0,,Meditation
11/30/2019 07:43:24,1:6:1,,Meditation
11/29/2019 16:46:03,0:41:19,,Meditation
11/29/2019 13:08:27,0:16:7,,Meditation
11/28/2019 21:34:45,1:2:0,,Meditation
11/27/2019 21:42:46,1:9:44,,Meditation
11/26/2019 06:08:38,1:3:14,,Meditation
11/25/2019 07:27:22,1:11:40,,Meditation
11/24/2019 18:43:47,0:53:41,,Meditation
11/23/2019 04:46:52,1:3:23,,Meditation
11/22/2019 07:50:36,1:13:1,,Meditation
11/21/2019 09:18:11,1:2:0,,Meditation
11/21/2019 04:29:49,1:5:15,,Meditation
11/20/2019 07:55:42,1:9:22,,Meditation
11/19/2019 08:29:37,1:13:26,,Meditation
11/18/2019 08:25:30,0:33:52,,Meditation
11/17/2019 08:56:36,1:8:6,,Meditation
11/16/2019 07:35:44,1:7:52,,Meditation
11/15/2019 07:42:40,1:3:14,,Meditation
11/14/2019 07:36:39,1:3:35,,Meditation
11/13/2019 07:20:54,1:6:0,,Meditation
11/12/2019 08:17:29,1:25:11,,Meditation
11/11/2019 19:57:07,1:12:30,,Meditation
11/11/2019 07:11:00,1:0:16,,Meditation
11/10/2019 09:01:28,0:36:49,,Meditation
11/09/2019 08:49:40,0:10:6,,Meditation
11/08/2019 10:03:37,1:2:0,,Meditation
11/07/2019 20:42:13,0:43:7,,Meditation
11/07/2019 08:15:22,1:5:19,,Meditation
11/06/2019 07:47:14,1:6:4,,Meditation
11/05/2019 07:24:35,1:2:0,,Meditation
11/04/2019 04:36:38,1:0:0,,Meditation
11/03/2019 08:40:49,1:7:3,,Meditation
11/02/2019 23:25:49,0:27:12,,Meditation
11/02/2019 10:53:47,0:10:52,,Meditation
11/01/2019 05:16:36,1:3:51,,Meditation
10/31/2019 06:12:39,1:9:53,,Meditation
10/30/2019 05:51:57,1:2:56,,Meditation
10/29/2019 06:02:35,1:7:49,,Meditation
10/28/2019 05:32:10,1:3:0,,Meditation
10/27/2019 09:54:59,1:0:13,,Meditation
10/26/2019 04:54:43,1:0:46,,Meditation
10/25/2019 06:17:53,1:14:34,,Meditation
10/24/2019 07:51:15,1:7:12,,Meditation
10/23/2019 05:50:22,1:12:30,,Meditation
10/22/2019 08:47:34,0:56:3,,Meditation
10/22/2019 07:52:52,0:33:40,,Meditation
10/21/2019 06:48:49,1:16:10,,Meditation
10/20/2019 05:38:41,1:6:11,,Meditation
10/19/2019 03:42:56,0:41:32,,Meditation
10/18/2019 06:11:21,1:7:24,,Meditation
10/17/2019 07:09:43,1:0:35,,Meditation
10/16/2019 04:12:25,1:6:15,,Meditation
10/15/2019 06:27:11,1:0:44,,Meditation
10/14/2019 11:28:12,1:0:54,,Meditation
10/14/2019 05:20:53,1:2:1,,Meditation
10/13/2019 07:36:38,1:3:25,,Meditation
10/12/2019 07:32:22,1:8:4,,Meditation
10/11/2019 05:47:27,1:16:20,,Meditation
10/10/2019 10:14:20,1:0:0,,Meditation
10/10/2019 08:50:22,0:30:0,,Meditation
10/09/2019 07:04:06,1:4:42,,Meditation
10/08/2019 06:03:27,1:3:0,,Meditation
10/07/2019 05:54:13,0:43:14,,Meditation
10/06/2019 05:30:53,1:0:0,,Meditation
10/05/2019 18:45:46,1:6:36,,Meditation
10/05/2019 00:39:07,0:11:39,,Meditation
10/04/2019 06:57:54,1:0:0,,Meditation
10/03/2019 08:09:49,0:33:32,,Meditation
10/02/2019 06:55:40,1:3:7,,Meditation
10/02/2019 03:07:44,1:6:10,,Meditation
10/01/2019 06:04:13,1:15:0,,Meditation
09/30/2019 08:42:25,1:14:41,,Meditation
09/30/2019 01:02:35,0:43:16,,Meditation
09/29/2019 06:36:48,1:18:12,,Meditation
09/28/2019 07:46:01,1:0:58,,Meditation
09/27/2019 06:39:50,1:7:16,,Meditation
09/26/2019 06:40:42,1:3:51,,Meditation
09/25/2019 21:50:23,0:23:37,,Meditation
09/25/2019 18:28:53,0:15:47,,Meditation
09/24/2019 05:58:39,1:5:5,,Meditation
09/23/2019 07:14:52,1:2:20,,Meditation
09/22/2019 08:30:35,1:7:39,,Meditation
09/22/2019 01:19:17,1:2:33,,Meditation
09/21/2019 05:06:41,1:2:5,,Meditation
09/20/2019 06:41:12,1:12:4,,Meditation
09/19/2019 09:01:22,1:1:0,,Meditation
09/19/2019 07:04:12,0:46:27,,Meditation
09/18/2019 05:50:06,1:3:11,,Meditation
09/17/2019 08:44:28,1:2:44,,Meditation
09/17/2019 05:34:05,1:4:13,,Meditation
09/16/2019 22:00:04,0:23:46,,Meditation
09/16/2019 06:02:39,0:35:2,,Meditation
09/15/2019 20:02:17,0:16:20,,Meditation
09/14/2019 06:51:28,1:4:0,,Meditation
09/13/2019 07:03:05,1:0:27,,Meditation
09/12/2019 03:26:53,0:59:0,,Meditation
09/11/2019 08:22:16,0:51:4,,Meditation
09/10/2019 08:44:00,0:53:14,,Meditation
09/09/2019 07:40:32,0:51:44,,Meditation
09/08/2019 08:01:57,0:50:34,,Meditation
09/07/2019 07:42:27,0:54:55,,Meditation
09/06/2019 08:06:33,0:50:56,,Meditation
09/05/2019 22:08:53,0:13:1,,Meditation
09/05/2019 10:40:35,0:1:1,,Meditation
09/04/2019 07:44:48,0:50:22,,Meditation
09/03/2019 20:41:14,0:26:9,,Meditation
09/03/2019 05:59:34,0:49:0,,Meditation
09/02/2019 13:01:14,0:19:40,,Meditation
09/02/2019 07:19:58,0:48:26,,Meditation
09/01/2019 10:55:56,0:53:26,,Meditation
08/31/2019 07:12:51,0:48:0,,Meditation
08/30/2019 06:29:29,0:52:43,,Meditation
08/29/2019 08:00:11,0:46:38,,Meditation
08/28/2019 07:24:03,0:48:38,,Meditation
08/27/2019 08:23:38,0:46:40,,Meditation
08/26/2019 06:49:29,0:45:36,,Meditation
08/25/2019 08:57:51,0:46:2,,Meditation
08/24/2019 12:04:48,0:21:19,,Meditation
08/23/2019 11:26:50,0:31:25,,Meditation
08/22/2019 05:59:49,0:46:53,,Meditation
08/21/2019 03:32:00,0:45:40,,Meditation
08/20/2019 05:55:01,0:35:43,,Meditation
08/19/2019 08:58:37,0:45:30,,Meditation
08/18/2019 06:18:37,0:46:20,,Meditation
08/17/2019 13:27:06,0:27:22,,Meditation
08/17/2019 05:50:34,0:31:16,,Meditation
08/16/2019 06:09:49,0:46:41,,Meditation
08/15/2019 05:35:47,0:46:20,,Meditation
08/14/2019 06:03:14,0:46:1,,Meditation
08/13/2019 08:31:00,0:46:15,,Meditation
08/12/2019 05:41:40,0:36:24,,Meditation
08/12/2019 03:42:25,0:16:38,,Meditation
08/10/2019 21:53:28,0:31:27,,Meditation
08/10/2019 01:09:39,0:19:25,,Meditation
08/09/2019 03:44:52,0:13:6,,Meditation
08/08/2019 19:53:14,0:37:25,,Meditation
08/07/2019 16:18:42,0:35:20,,Meditation
08/07/2019 01:30:58,0:40:23,,Meditation
08/06/2019 05:53:09,0:24:3,,Meditation
08/04/2019 17:29:28,0:24:45,,Meditation
08/03/2019 02:01:53,0:13:28,,Meditation
08/03/2019 01:08:10,0:3:13,,Meditation
08/02/2019 22:54:13,0:20:46,,Meditation
08/01/2019 17:06:16,0:46:37,,Meditation
07/31/2019 18:29:35,0:46:5,,Meditation
07/30/2019 17:37:00,0:46:26,,Meditation
07/29/2019 18:42:05,0:33:42,,Meditation
07/29/2019 06:24:17,0:26:23,,Meditation
07/28/2019 17:54:57,0:23:27,,Meditation
07/27/2019 21:36:14,0:16:46,,Meditation
07/27/2019 18:34:14,0:24:18,,Meditation
07/27/2019 08:27:25,0:10:9,,Meditation
07/25/2019 23:43:15,0:45:40,,Meditation
07/25/2019 15:52:03,0:10:44,,Meditation
07/24/2019 16:41:49,0:53:18,,Meditation
07/23/2019 15:24:47,0:17:34,,Meditation
07/22/2019 16:16:56,0:51:22,,Meditation
07/21/2019 15:55:08,0:50:7,,Meditation
07/20/2019 17:53:44,0:49:3,,Meditation
07/19/2019 16:37:11,0:45:55,,Meditation
07/18/2019 17:28:34,0:40:47,,Meditation
07/17/2019 18:20:29,0:32:49,,Meditation
07/17/2019 04:01:38,0:32:16,,Meditation
07/16/2019 22:11:57,0:13:7,,Meditation
07/15/2019 16:26:27,0:46:39,,Meditation
07/14/2019 16:36:50,0:45:58,,Meditation
07/13/2019 16:00:22,0:41:50,,Meditation
07/12/2019 16:41:37,0:43:42,,Meditation
07/12/2019 03:03:50,0:18:42,,Meditation
07/10/2019 16:16:18,0:34:13,,Meditation
07/09/2019 17:16:38,0:27:25,,Meditation
07/08/2019 20:59:18,0:10:42,,Meditation
07/08/2019 16:56:28,0:26:1,,Meditation
07/08/2019 03:07:33,0:17:4,,Meditation
07/07/2019 17:32:46,0:25:15,,Meditation
07/06/2019 16:50:09,0:25:50,,Meditation
07/05/2019 21:27:43,0:10:21,,Meditation
07/05/2019 21:27:17,0:0:12,,Meditation
07/05/2019 15:38:55,0:22:35,,Meditation
07/05/2019 07:18:16,0:20:25,,Meditation
07/04/2019 16:50:43,0:20:1,,Meditation
07/04/2019 02:32:24,0:15:1,,Meditation
07/03/2019 16:36:08,0:21:26,,Meditation
07/03/2019 05:04:52,0:9:47,,Meditation
07/01/2019 20:59:13,0:2:47,,Meditation
06/24/2019 00:21:50,0:13:25,,Meditation
06/22/2019 18:11:55,0:13:1,,Meditation
06/21/2019 15:19:03,0:26:36,,Meditation
06/16/2019 18:16:37,0:11:30,,Meditation
06/11/2019 21:17:10,0:16:43,,Meditation
06/10/2019 22:48:30,0:24:13,,Meditation
06/09/2019 18:50:51,0:21:8,,Meditation
06/08/2019 22:20:17,0:23:33,,Meditation
05/27/2019 09:19:27,0:6:59,,Meditation
05/26/2019 11:50:28,0:16:45,,Meditation
05/23/2019 16:40:23,0:3:15,,Meditation
05/22/2019 18:34:27,0:5:9,,Meditation
05/21/2019 05:15:07,1:3:30,,Meditation
05/20/2019 14:37:19,0:16:0,,Meditation
05/20/2019 13:54:12,0:42:15,,Meditation
05/19/2019 05:00:19,1:3:49,,Meditation
05/18/2019 19:53:13,0:36:16,,Meditation
05/17/2019 17:31:57,0:30:0,,Meditation
05/16/2019 20:37:19,0:8:32,,Meditation
05/15/2019 08:00:26,1:6:48,,Meditation
05/14/2019 07:45:00,0:48:1,,Meditation
05/13/2019 00:49:10,1:0:41,,Meditation
05/12/2019 12:17:26,1:6:48,,Meditation
05/11/2019 11:05:36,0:49:0,,Meditation
05/10/2019 07:22:34,1:1:30,,Meditation
05/09/2019 11:38:22,0:27:19,,Meditation
05/09/2019 07:27:43,0:22:31,,Meditation
05/08/2019 07:27:00,1:0:0,,Meditation
05/07/2019 07:52:14,1:0:0,,Meditation
05/06/2019 20:39:31,1:0:0,,Meditation
05/06/2019 03:25:59,0:17:41,,Meditation
05/06/2019 00:15:52,0:31:0,,Meditation
05/05/2019 11:49:51,1:0:0,,Meditation
05/04/2019 22:36:10,1:0:0,,Meditation
05/03/2019 06:30:58,1:3:14,,Meditation
05/02/2019 05:06:03,1:1:44,,Meditation
05/01/2019 07:50:44,1:13:4,,Meditation
04/30/2019 07:55:33,1:1:36,,Meditation
04/29/2019 07:03:57,1:0:0,,Meditation
04/28/2019 22:13:48,0:10:2,,Meditation
04/27/2019 02:00:26,0:45:2,,Meditation
04/26/2019 18:55:05,0:36:41,,Meditation
04/26/2019 17:42:40,0:6:51,,Meditation
04/25/2019 18:52:16,1:0:0,,Meditation
04/25/2019 17:44:50,0:12:8,,Meditation
04/24/2019 15:30:31,1:0:0,,Meditation
04/24/2019 12:35:46,0:20:51,,Meditation
04/23/2019 06:58:20,1:0:0,,Meditation
04/22/2019 07:43:07,1:1:10,,Meditation
04/21/2019 07:16:54,1:1:3,,Meditation
04/20/2019 07:10:54,1:1:38,,Meditation
04/19/2019 08:10:44,0:14:10,,Meditation
04/19/2019 07:07:13,0:18:22,,Meditation
04/19/2019 06:12:50,0:16:50,,Meditation
04/18/2019 06:38:07,1:2:37,,Meditation
04/17/2019 05:47:01,1:0:0,,Meditation
04/16/2019 09:24:58,1:3:52,,Meditation
04/15/2019 05:12:55,1:0:0,,Meditation
04/14/2019 21:24:28,0:43:0,,Meditation
04/14/2019 07:11:37,0:26:0,,Meditation
04/13/2019 08:11:42,1:6:47,,Meditation
04/12/2019 22:50:08,0:31:51,,Meditation
04/12/2019 08:01:07,0:32:54,,Meditation
04/11/2019 05:30:16,1:0:0,,Meditation
04/10/2019 08:01:40,0:58:38,,Meditation
04/09/2019 07:42:38,0:55:0,,Meditation
04/08/2019 08:04:57,0:56:9,,Meditation
04/07/2019 23:04:14,0:5:33,,Meditation
04/07/2019 19:49:35,0:55:0,,Meditation
04/06/2019 05:37:03,0:55:0,,Meditation
04/05/2019 18:02:42,0:42:6,,Meditation
04/05/2019 13:54:21,0:20:59,,Meditation
04/05/2019 01:22:37,0:20:0,,Meditation
04/04/2019 20:36:54,0:52:47,,Meditation
04/04/2019 18:25:39,0:15:21,,Meditation
04/03/2019 16:25:24,0:50:0,,Meditation
04/02/2019 08:59:42,0:50:0,,Meditation
04/01/2019 20:48:22,0:51:19,,Meditation
03/31/2019 10:18:30,0:32:0,,Meditation
03/31/2019 07:55:47,0:40:37,,Meditation
03/30/2019 07:14:08,0:50:0,,Meditation
03/29/2019 07:59:36,0:50:0,,Meditation
03/28/2019 08:13:28,0:46:1,,Meditation
03/27/2019 22:59:45,0:25:1,,Meditation
03/27/2019 08:47:38,0:21:32,,Meditation
03/26/2019 19:14:47,0:20:30,,Meditation
03/26/2019 08:22:25,0:26:18,,Meditation
03/25/2019 21:52:05,0:6:17,,Meditation
03/25/2019 21:48:59,0:2:56,,Meditation
03/24/2019 07:17:23,0:48:1,,Meditation
03/23/2019 08:56:41,1:12:50,,Meditation
03/22/2019 04:30:11,0:53:0,,Meditation
03/21/2019 07:15:13,0:51:42,,Meditation
03/20/2019 07:46:07,0:52:32,,Meditation
03/19/2019 18:37:56,0:10:0,,Meditation
03/19/2019 08:21:26,0:51:0,,Meditation
03/18/2019 07:55:42,0:44:11,,Meditation
03/17/2019 16:39:11,0:10:1,,Meditation
03/16/2019 08:45:19,0:52:53,,Meditation
03/15/2019 06:09:13,0:50:0,,Meditation
03/14/2019 07:52:01,0:47:45,,Meditation
03/13/2019 05:58:12,0:50:0,,Meditation
03/12/2019 06:05:27,0:49:22,,Meditation
03/11/2019 08:29:08,0:46:15,,Meditation
03/10/2019 19:21:52,0:3:37,,Meditation
03/09/2019 16:26:35,0:19:43,,Meditation
03/08/2019 10:26:51,0:45:0,,Meditation
03/07/2019 17:07:58,0:18:51,,Meditation
03/07/2019 07:15:36,0:9:6,,Meditation
03/06/2019 08:27:53,0:47:6,,Meditation
03/05/2019 08:30:50,0:47:11,,Meditation
03/04/2019 09:14:34,0:46:2,,Meditation
03/03/2019 08:59:01,0:45:0,,Meditation
03/02/2019 09:51:55,0:19:45,,Meditation
03/02/2019 09:46:25,0:4:36,,Meditation
03/01/2019 20:31:07,0:15:0,,Meditation
03/01/2019 09:58:13,0:35:1,,Meditation
02/28/2019 07:01:33,0:46:1,,Meditation
02/27/2019 05:32:40,0:45:0,,Meditation
02/26/2019 08:05:48,0:45:0,,Meditation
02/25/2019 08:09:14,0:45:0,,Meditation
02/24/2019 07:44:57,0:40:0,,Meditation
02/23/2019 04:06:05,0:40:0,,Meditation
02/22/2019 07:45:24,0:44:43,,Meditation
02/21/2019 08:45:58,0:41:52,,Meditation
02/20/2019 07:56:34,0:41:17,,Meditation
02/19/2019 08:17:32,0:33:19,,Meditation
02/18/2019 09:58:20,0:30:0,,Meditation
02/17/2019 09:33:26,0:31:57,,Meditation
02/16/2019 09:44:25,0:30:0,,Meditation
02/15/2019 10:34:51,0:3:28,,Meditation
02/15/2019 08:37:27,0:8:54,,Meditation
02/14/2019 08:50:21,0:31:49,,Meditation
02/13/2019 09:03:48,0:30:0,,Meditation
02/12/2019 07:49:30,0:25:19,,Meditation
02/11/2019 08:47:01,0:21:0,,Meditation
02/09/2019 11:53:31,0:21:0,,Meditation
02/09/2019 11:46:47,0:6:37,,Meditation
02/09/2019 07:02:29,0:14:58,,Meditation
02/08/2019 08:21:17,0:22:14,,Meditation
02/06/2019 06:05:08,0:21:28,,Meditation
02/05/2019 08:34:13,0:20:0,,Meditation
02/04/2019 20:42:48,0:11:2,,Meditation
01/29/2019 06:35:50,0:11:32,,Meditation
01/28/2019 11:13:59,0:16:40,,Meditation
01/26/2019 08:57:42,0:25:45,,Meditation
01/24/2019 08:12:51,0:36:38,,Meditation
01/23/2019 11:34:50,0:10:0,,Meditation
01/22/2019 10:24:39,0:10:0,,Meditation
01/21/2019 15:36:18,0:7:29,,Meditation
01/18/2019 09:58:39,0:6:0,,Meditation
01/14/2019 10:43:55,0:11:37,,Meditation
01/10/2019 19:02:37,0:10:11,,Meditation
01/09/2019 23:18:56,0:16:0,,Meditation
01/09/2019 08:42:25,0:11:22,,Meditation
01/08/2019 08:46:08,0:8:0,,Meditation
01/07/2019 19:50:20,0:8:55,,Meditation
01/04/2019 23:09:37,0:16:0,,Meditation
01/03/2019 11:03:48,0:16:41,,Meditation
01/02/2019 02:00:54,0:15:0,,Meditation
01/01/2019 12:41:00,0:15:0,,Meditation